"star1","star2","star3","star4","star5"
"manger","decent_food","ai","credit","pistachio"
"language","tend","ugh","bach","earl"
"thai_food","creative","heaven","spice_level","verde"
"quiet","toilet","comfy","worst","hair"
"not_offer","wait_minute","assortment","watering","edinburgh"
"jalapeño","refund","not_terrible","begin","sundays"
"pastry","unlike","broulee","desired","mess"
"notable_coming","dollars","patient","homey","answered"
"roasted","unhappy","subpart","impeccable","creamed"
"letting","not_too_bad","broken","worse","fashioned"
"staffed","marinated","not_so_good","reasonable_prices","shit"
"repeated","nut","not_only","stated","health"
"stare","passable","rubbery","green_chile","suck"
"not_ready","not_so_good","americanized","perfect_amount","cheers"
"claimed","purchased","mousse","scrumptious","comfit"
"computer","sharing","response","mcdonald","complimented"
"improve","answered","delightful","fresh_ingredient","diverse"
"goodness","concern","yuck","carney","luck"
"vacation","heated","frustrating","ai","ticket"
"towel","wedding","pecan","inch","informative"
"frankly","fight","appetizing","lacked","baguette"
"atrocious","fabulous","messed","absolutely_love","suggestions"
"clueless","pretty_bland","beautifully","pairing","mad"
"cleveland","bad_review","lively","verde","sooner"
"bye","staffed","not_give","tenderloin","crepes"
"advise","not_mean","wasn","couch","leftovers"
"discovered","empty_table","superb","fig","lentil"
"nerve","equally","bad_service","subtle","super_tasty"
"wilted","processed","greet","entertaining","impression"
"coconut","arrives","crappy","deliciousness","defiantly"
"cutting","wide","removed","pricier","disappointment"
"cold_food","shut","food_arrived","healthier","steal"
"kick","pickled","shut","delicate","greet"
"food_had","preferred","secret","blown","visitor"
"hated","screaming","generous_portion","edinburgh","eclectic"
"arguing","sesame","menus","watermelon","restroom"
"anniversary","multiple_time","not_there","eh","sick"
"pizza_hut","metre","footie","favour","daily_special"
"hmm","footie","poor_service","henderson","posted"
"glove","supposedly","charging","apologized","breakfast_spot"
"heated","frustrated","understaffed","steal","receive"
"staring","caramel","justify","ass","sadly"
"melt","classy","torn","locally","not_too_sweet"
"topped","prosciutto","needless","smelled","lively"
"lamp","cardboard","tucked","introduced","empanadas"
"touched","not_friendly","mocha","comfort","preferred"
"hospitality","wilted","inedible","totally_worth","mama"
"supposedly","wrote","poorly","drawback","burnt"
"confirm","blame","anniversary","recommendations","al_pastor"
"report","gift_card","wedding","denny","obsessed"
"chew","ass","meats","specifically","nm"
"issues","screwed","holy","custom","deserve"
"olive_garden","spit","complaints","pistachio","stood"
"mail","relish","nob","posted","call_ahead"
"understanding","lesson","gratuity","albeit","plastic"
"eh","brussels","spiciness","drizzled","complaints"
"payment","beware","super_nice","opt","carolina"
"allergic","broke","fail","not_seem","angeles"
"satisfied","not_bother","flaky","eventually","strange"
"pretty_bad","absolute","weekends","tait","omega"
"comfortable","knowledgeable","advertised","joke","dropped"
"halfway","balance","natural","watched","selections"
"equally","kale","equally","earl","watched"
"wood","throwing","lose","improve","ass"
"awful_service","shift","red_velvet","fresh_fruit","nob"
"huge_disappointment","arugula","ins","cider","jerk_chicken"
"mush","friendly_staff","sucks","crepes","toffee"
"not_hot","inviting","farm","array","preference"
"contacted","cocktails","bad_experience","comfit","finest"
"wipe","runner","forgettable","decently","attentive_service"
"classic","train","wont","shortly","soho"
"human","mimosa","depends","delectable","matt"
"embarrassing","discovered","relax","sundays","taro"
"loudly","embarrassed","albeit","gigantic","mumbo"
"ice_cold","tart","replaced","shit","not_miss"
"horrid","americanized","favour","shocked","mouth_watering"
"not_friendly","pathetic","average_food","decent_price","poor"
"not_work","uninspired","rustic","cafeteria","ample"
"apologizing","pretty_tasty","benefit","shut","not_over"
"dumb","irritated","not_spectacular","selections","greek_food"
"remade","issues","not_up","awful","bach"
"understood","inexpensive","complained","not_busy","array"
"fare","not_enjoy","rosemary","pasty","upbeat"
"explaining","kabob","sloppy","vegetarian_option","sommelier"
"dipping","severely","balanced","exterior","great_sushi"
"not_coming","not_particularly","act","japan","spicy_food"
"not_ever","includes","absolute","credit_card","tasty_food"
"dripping","herb","not_so_great","spoke","white_chocolate"
"blonde","halfway","indoor","yay","needless"
"stared","plaza","learn","welcomed","send"
"fifteen","bomb","taro","ordinary","sexy"
"negative_review","ignore","soaked","assume","napkin"
"warn","courteous","huge_portion","claim","tummy"
"ashamed","braised","seasonal","snot","not_greasy"
"ignoring","organic","squash","wonderfully","calling"
"slimy","food_tasted","bit_bland","not_greasy","subtle"
"severely","swimming","enormous","tasted_fresh","fault"
"hassle","risk","trust","beer_list","shame"
"kicked","raspberry","downhill","complimented","happier"
"generic","replace","industry","mushy","tony"
"appetizing","savoury","drenched","tour","genius"
"bad_taste","error","occupied","themed","overpriced"
"madison","nice_touch","chew","waste","brioche"
"lots","insisted","skimpy","not_give","wagin"
"lied","huge_disappointment","thicker","ins","cannoli"
"swimming","voice","female","adorable","glazed"
"food_tasted","regret","compliment","thicker","wont"
"bad_attitude","uh","pass","spicy_food","obvious"
"questioned","quick_bite","paired","shame","quick_bite"
"uncooked","incorrect","concern","pretty_standard","addictive"
"nightmare","not_so_great","assumed","baklava","homey"
"police","staring","frozen_hot_chocolate","flan","unexpected"
"desired","delay","piping_hot","not_so_much","minor"
"practice","blueberry","wowed","quinoa","rune"
"hospital","incredible","complaining","king_crab","hook"
"snack","friendly_service","frankly","deliciously","exciting"
"outrageous","towel","olive_garden","passion","wet"
"denied","steep","citrus","fremont","treasure"
"napkins","replacement","shaved","fun_atmosphere","employees"
"picky","strip_mall","fast_service","not_make","whim"
"unappetizing","em_glad","reserved","sous","joy"
"underwhelming","bug","fashioned","fake","waste"
"shock","extra_star","couch","not_a_bad","register"
"washing","depending","discovered","desk","explaining"
"absolutely_terrible","fryer","www.yelp.com","call_ahead","people_watching"
"limp","rudely","decent_price","hawaii","training"
"guard","refreshing","charming","em_giving","brilliant"
"ur","server_din","pistachio","radish","flavorful"
"dumped","decorated","wooden","worth_checking","magical"
"processed","grit","oddly","send","bother"
"not_hing","responded","apology","airy","gorgonzola"
"bare","romantic","screw","learn","jazz"
"locked","curd","angry","hooked","specifically"
"witnessed","hands","overdone","not_a_huge_fan","quinoa"
"uh","almond","tone","adequate","favorites"
"lacklustre","shitty","carpaccio","shopping_centre","bar_food"
"delay","miserable","unfortunate","unexpected","couch"
"approximately","mush","chocolate_chip","not_see","hangout"
"goat","laid","apologetic","papaya","flower"
"appalled","debit","craft","polenta","mimosas"
"arrogant","pushed","burned","bottomless","spice_level"
"dime","neat","opt","cleaned","drizzled"
"tomorrow","extremely_disappointed","chic","hangout","properly"
"extreme","store_bought","toilet","obvious","beware"
"outdoor","worst_service","not_anything_special","jazz","mcdonald"
"acknowledgement","live_music","everyday","endless","boring"
"not_say","obnoxious","lame","mumbo","hamachi"
"diarrhoea","winter","bone_marrow","attentive_service","pox"
"overcharged","glasses","apologize","jerk_chicken","unbelievably"
"advertising","inconvenience","existent","tummy","hill"
"obnoxious","respect","dollars","grocery_store","disappointing"
"redeeming","placing","très","rave","pomegranate"
"waitress_din","hated","kudos","glaze","france"
"sample","not_offer","baguette","weekly","accommodated"
"not_mean","notable_coming","not_a_huge_fan","saucy","nice_people"
"cash_register","not_hing","entertaining","penny","glaze"
"extremely_slow","horrendous","japan","creamed","yob"
"domino","unremarkable","not_the_worst","personal_favourite","wagyu"
"unique","tiramisu","bad_day","glazed","delivers"
"repeatedly","food_poisoning","straw","michael","gelato"
"corrected","disorganized","forced","colourful","polenta"
"automatically","satisfying","fight","tab","multiple_time"
"wendy","assured","proceeded","fly","bravo"
"lying","not_so_mething","not_hot","offerings","amuse"
"yum","outrageous","verdict","delivers","spiciness"
"enjoyable","ha_changed","ass","pretty_damn","tradition"
"feedback","horribly","excellent_service","white_pizza","learn"
"not_deserve","computer","not_memorable","taro","endless"
"huh","earned","diverse","ethiopian","driver"
"sending","dripping","watermelon","loving","mediocre"
"dealing","email","bit_overpriced","pleasant_surprise","situation"
"iceberg","bad_taste","not_your","shops","kidding"
"wise","poke","tastier","loll","david"
"bar_tender","confusion","gift_card","amazing_food","wellington"
"juicy","maple","adventurous","empanadas","lotus"
"handling","poor_quality","ultimately","not_a_huge","single_time"
"rudeness","cooked_perfectly","bourbon","drinker","boucher"
"casual","fluffy","rip","notary_favourite","extraordinary"
"not_so_much","receiving","spotty","reserved","unreal"
"chorion","sweetness","iceberg","runny","alright"
"slammed","ultimately","cutting","brewed","proud"
"glasses","understanding","wide_variety","training","rave"
"rudest","extensive","extraordinary","meh","lamb_chop"
"burger_king","flagged","vacation","blast","omakase"
"dissatisfied","not_overly","hawaii","chilly","apologized"
"lacked_flavour","peach","grape","magic","shocked"
"ache","win","king_crab","lose","pretty_cool"
"disorganized","tacky","continued","extremely_friendly","bargain"
"cigarette","not_anything_special","not_return","impossible","stunning"
"dirt","slight","terrific","not_being","smelled"
"racist","rites","pretty_bland","love_love","caviar"
"cont","hidden","fas","的","authentic_mexican_food"
"sooty","killed","male","bummer","fee"
"not_available","desperate","not_necessarily","bargain","petite"
"print","ownership","screaming","liver","liver"
"offended","unable","themed","bone_marrow","delighted"
"frustration","nice_atmosphere","sorbet","goody","creation"
"accommodating","food_had","beer_list","smiling","varied"
"needle","berry","disappeared","soups","oily"
"pudding","hooters","sooty","cottage","delis"
"info","letting","empanadas","fight","shopping_centre"
"chewing","hung","shoo","super_fresh","miami"
"patiently","yell","nice_selection","yob","addicting"
"statement","sticking","shift","fresh_food","fun_atmosphere"
"smiled","disappointing_experience","metre","persian","charcuterie"
"creme","bare","not_horrible","minimum","fresh_fruit"
"latte","oddly","hire","visitor","vegetarian_option"
"reaction","extremely_slow","comp","undercooked","cider"
"shoo","duty","bottomless","flag","jason"
"patient","daily","hung","handed","exterior"
"beat","unimpressive","eave","potential","lacking"
"presence","promising","verde","tuesdays","nonetheless"
"nut","lightly","train","charcuterie","macaroon"
"empty_restaurant","albeit","pair","provolone","colourful"
"communication","atrocious","wt","mama","comfort"
"courtesy","account","lamp","hamachi","praise"
"clock","shoo","healthier","needless","rude"
"server_din","slimy","personable","genuine","rupee"
"feel_bad","claimed","coped","pretty_awesome","www.yelp.com"
"rang","pride","pinch","cheers","factor"
"inconsistent","security","rushing","answered","root"
"keck","not_nearly","shops","spicier","customize"
